X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-123.258163,44.696503,0,0,4067,77.6,2020/09/27 19:45:29+00,,,,,,,,,,,,,,,,,,,,,
-123.258224,44.696514,0,0,4068,77.7999999,2020/09/27 19:45:30+00,,,,,,,,,,,,,,,,,,,,,
-123.258278,44.696522,0,0,4069,77.7999999,2020/09/27 19:45:31+00,,,,,,,,,,,,,,,,,,,,,
-123.258339,44.696529,0,0,4070,78,2020/09/27 19:45:32+00,,,,,,,,,,,,,,,,,,,,,
-123.258392,44.696541,0,0,4071,77.7999999,2020/09/27 19:45:33+00,,,,,,,,,,,,,,,,,,,,,
-123.258453,44.6965519,0,0,4072,77.6,2020/09/27 19:45:34+00,,,,,,,,,,,,,,,,,,,,,
-123.258507,44.69656,0,0,4073,77.6,2020/09/27 19:45:35+00,,,,,,,,,,,,,,,,,,,,,
-123.258568,44.696568,0,0,4074,77.6,2020/09/27 19:45:36+00,,,,,,,,,,,,,,,,,,,,,
-123.258621,44.696575,0,0,4075,77.6,2020/09/27 19:45:37+00,,,,,,,,,,,,,,,,,,,,,
-123.258675,44.6965829,0,0,4076,77.6,2020/09/27 19:45:38+00,,,,,,,,,,,,,,,,,,,,,
-123.258728,44.696594,0,0,4077,77.6,2020/09/27 19:45:39+00,,,,,,,,,,,,,,,,,,,,,
-123.258789,44.696602,0,0,4078,77.6,2020/09/27 19:45:40+00,,,,,,,,,,,,,,,,,,,,,
-123.25885,44.696613,0,0,4079,77.6,2020/09/27 19:45:41+00,,,,,,,,,,,,,,,,,,,,,
-123.258904,44.696621,0,0,4080,77.6,2020/09/27 19:45:42+00,,,,,,,,,,,,,,,,,,,,,
-123.258965,44.696632,0,0,4081,77.6,2020/09/27 19:45:43+00,,,,,,,,,,,,,,,,,,,,,
-123.259026,44.696644,0,0,4082,77.6,2020/09/27 19:45:44+00,,,,,,,,,,,,,,,,,,,,,
-123.259079,44.696651,0,0,4083,77.7999999,2020/09/27 19:45:45+00,,,,,,,,,,,,,,,,,,,,,
-123.25914,44.696663,0,0,4084,77.7999999,2020/09/27 19:45:46+00,,,,,,,,,,,,,,,,,,,,,
-123.259201,44.696671,0,0,4085,78,2020/09/27 19:45:47+00,,,,,,,,,,,,,,,,,,,,,
-123.259254,44.696678,0,0,4086,78,2020/09/27 19:45:48+00,,,,,,,,,,,,,,,,,,,,,
-123.259308,44.696686,0,0,4087,78.2,2020/09/27 19:45:49+00,,,,,,,,,,,,,,,,,,,,,
-123.259369,44.696693,0,0,4088,78.2,2020/09/27 19:45:50+00,,,,,,,,,,,,,,,,,,,,,
-123.259422,44.696701,0,0,4089,78.3999999,2020/09/27 19:45:51+00,,,,,,,,,,,,,,,,,,,,,
-123.259483,44.696712,0,0,4090,78.3999999,2020/09/27 19:45:52+00,,,,,,,,,,,,,,,,,,,,,
-123.259537,44.69672,0,0,4091,78.6,2020/09/27 19:45:53+00,,,,,,,,,,,,,,,,,,,,,
-123.25959,44.696732,0,0,4092,78.7999999,2020/09/27 19:45:54+00,,,,,,,,,,,,,,,,,,,,,
-123.259644,44.696743,0,0,4093,78.7999999,2020/09/27 19:45:55+00,,,,,,,,,,,,,,,,,,,,,
-123.259697,44.696751,0,0,4094,78.7999999,2020/09/27 19:45:56+00,,,,,,,,,,,,,,,,,,,,,
-123.25975,44.696758,0,0,4095,79,2020/09/27 19:45:57+00,,,,,,,,,,,,,,,,,,,,,
-123.259804,44.6967659,0,0,4096,79.2,2020/09/27 19:45:58+00,,,,,,,,,,,,,,,,,,,,,
-123.259857,44.696774,0,0,4097,79.2,2020/09/27 19:45:59+00,,,,,,,,,,,,,,,,,,,,,
-123.259911,44.696781,0,0,4098,79.2,2020/09/27 19:46:00+00,,,,,,,,,,,,,,,,,,,,,
-123.259964,44.696789,0,0,4099,79.3999999,2020/09/27 19:46:01+00,,,,,,,,,,,,,,,,,,,,,
-123.26001,44.696796,0,0,4100,79.6,2020/09/27 19:46:02+00,,,,,,,,,,,,,,,,,,,,,
-123.260056,44.696808,0,0,4101,79.7999999,2020/09/27 19:46:03+00,,,,,,,,,,,,,,,,,,,,,
-123.260109,44.696815,0,0,4102,80,2020/09/27 19:46:04+00,,,,,,,,,,,,,,,,,,,,,
-123.260155,44.696827,0,0,4103,80.2,2020/09/27 19:46:05+00,,,,,,,,,,,,,,,,,,,,,
-123.260201,44.696835,0,0,4104,80.2,2020/09/27 19:46:06+00,,,,,,,,,,,,,,,,,,,,,
-123.260239,44.6968419,0,0,4105,80.2,2020/09/27 19:46:07+00,,,,,,,,,,,,,,,,,,,,,
-123.260284,44.69685,0,0,4106,80.3999999,2020/09/27 19:46:08+00,,,,,,,,,,,,,,,,,,,,,
-123.260323,44.696854,0,0,4107,80.3999999,2020/09/27 19:46:09+00,,,,,,,,,,,,,,,,,,,,,
-123.260361,44.696861,0,0,4108,80.6,2020/09/27 19:46:10+00,,,,,,,,,,,,,,,,,,,,,
-123.260399,44.696869,0,0,4109,80.6,2020/09/27 19:46:11+00,,,,,,,,,,,,,,,,,,,,,
-123.260437,44.696877,0,0,4110,80.7999999,2020/09/27 19:46:12+00,,,,,,,,,,,,,,,,,,,,,
-123.260483,44.69688,0,0,4111,80.7999999,2020/09/27 19:46:13+00,,,,,,,,,,,,,,,,,,,,,
-123.260536,44.696884,0,0,4112,81,2020/09/27 19:46:14+00,,,,,,,,,,,,,,,,,,,,,
-123.26059,44.696888,0,0,4113,81.2,2020/09/27 19:46:15+00,,,,,,,,,,,,,,,,,,,,,
-123.260643,44.696892,0,0,4114,81.3999999,2020/09/27 19:46:16+00,,,,,,,,,,,,,,,,,,,,,
-123.260696,44.696899,0,0,4115,81.3999999,2020/09/27 19:46:17+00,,,,,,,,,,,,,,,,,,,,,
-123.26075,44.696903,0,0,4116,81.6,2020/09/27 19:46:18+00,,,,,,,,,,,,,,,,,,,,,
-123.260803,44.696911,0,0,4117,81.6,2020/09/27 19:46:19+00,,,,,,,,,,,,,,,,,,,,,
-123.260849,44.6969179,0,0,4118,81.7999999,2020/09/27 19:46:20+00,,,,,,,,,,,,,,,,,,,,,
-123.260895,44.696926,0,0,4119,81.7999999,2020/09/27 19:46:21+00,,,,,,,,,,,,,,,,,,,,,
-123.260941,44.696934,0,0,4120,82,2020/09/27 19:46:22+00,,,,,,,,,,,,,,,,,,,,,
-123.260986,44.696938,0,0,4121,82.2,2020/09/27 19:46:23+00,,,,,,,,,,,,,,,,,,,,,
-123.261032,44.696945,0,0,4122,82.2,2020/09/27 19:46:24+00,,,,,,,,,,,,,,,,,,,,,
-123.261078,44.6969489,0,0,4123,82.3999999,2020/09/27 19:46:25+00,,,,,,,,,,,,,,,,,,,,,
-123.261124,44.6969489,0,0,4124,82.3999999,2020/09/27 19:46:26+00,,,,,,,,,,,,,,,,,,,,,
-123.261169,44.696953,0,0,4125,82.6,2020/09/27 19:46:27+00,,,,,,,,,,,,,,,,,,,,,
-123.261223,44.696957,0,0,4126,82.7999999,2020/09/27 19:46:28+00,,,,,,,,,,,,,,,,,,,,,
-123.261269,44.69696,0,0,4127,82.7999999,2020/09/27 19:46:29+00,,,,,,,,,,,,,,,,,,,,,
-123.261322,44.696964,0,0,4128,83,2020/09/27 19:46:30+00,,,,,,,,,,,,,,,,,,,,,
-123.261375,44.696968,0,0,4129,83,2020/09/27 19:46:31+00,,,,,,,,,,,,,,,,,,,,,
-123.261421,44.696972,0,0,4130,83.2,2020/09/27 19:46:32+00,,,,,,,,,,,,,,,,,,,,,
-123.261467,44.696972,0,0,4131,83.2,2020/09/27 19:46:33+00,,,,,,,,,,,,,,,,,,,,,
-123.26152,44.696976,0,0,4132,83.3999999,2020/09/27 19:46:34+00,,,,,,,,,,,,,,,,,,,,,
-123.261574,44.69698,0,0,4133,83.3999999,2020/09/27 19:46:35+00,,,,,,,,,,,,,,,,,,,,,
-123.261627,44.696983,0,0,4134,83.6,2020/09/27 19:46:36+00,,,,,,,,,,,,,,,,,,,,,
-123.261673,44.696987,0,0,4135,83.6,2020/09/27 19:46:37+00,,,,,,,,,,,,,,,,,,,,,
-123.261726,44.696987,0,0,4136,83.7999999,2020/09/27 19:46:38+00,,,,,,,,,,,,,,,,,,,,,
-123.261772,44.696991,0,0,4137,83.7999999,2020/09/27 19:46:39+00,,,,,,,,,,,,,,,,,,,,,
-123.261826,44.696991,0,0,4138,84,2020/09/27 19:46:40+00,,,,,,,,,,,,,,,,,,,,,
-123.261879,44.696995,0,0,4139,84,2020/09/27 19:46:41+00,,,,,,,,,,,,,,,,,,,,,
-123.261925,44.696995,0,0,4140,84.2,2020/09/27 19:46:42+00,,,,,,,,,,,,,,,,,,,,,
-123.261978,44.696999,0,0,4141,84.2,2020/09/27 19:46:43+00,,,,,,,,,,,,,,,,,,,,,
-123.262024,44.697002,0,0,4142,84.2,2020/09/27 19:46:44+00,,,,,,,,,,,,,,,,,,,,,
-123.262077,44.697006,0,0,4143,84.2,2020/09/27 19:46:45+00,,,,,,,,,,,,,,,,,,,,,
-123.262131,44.69701,0,0,4144,84.3999999,2020/09/27 19:46:46+00,,,,,,,,,,,,,,,,,,,,,
-123.262184,44.69701,0,0,4145,84.3999999,2020/09/27 19:46:47+00,,,,,,,,,,,,,,,,,,,,,
-123.262238,44.697014,0,0,4146,84.3999999,2020/09/27 19:46:48+00,,,,,,,,,,,,,,,,,,,,,
-123.262283,44.697018,0,0,4147,84.3999999,2020/09/27 19:46:49+00,,,,,,,,,,,,,,,,,,,,,
-123.262329,44.697018,0,0,4148,84.3999999,2020/09/27 19:46:50+00,,,,,,,,,,,,,,,,,,,,,
-123.262383,44.697018,0,0,4149,84.6,2020/09/27 19:46:51+00,,,,,,,,,,,,,,,,,,,,,
-123.262436,44.697021,0,0,4150,84.6,2020/09/27 19:46:52+00,,,,,,,,,,,,,,,,,,,,,
-123.262482,44.697021,0,0,4151,84.6,2020/09/27 19:46:53+00,,,,,,,,,,,,,,,,,,,,,
-123.262535,44.6970249,0,0,4152,84.7999999,2020/09/27 19:46:54+00,,,,,,,,,,,,,,,,,,,,,
-123.262589,44.6970249,0,0,4153,84.7999999,2020/09/27 19:46:55+00,,,,,,,,,,,,,,,,,,,,,
-123.262642,44.6970249,0,0,4154,84.7999999,2020/09/27 19:46:56+00,,,,,,,,,,,,,,,,,,,,,
-123.262695,44.697029,0,0,4155,85,2020/09/27 19:46:57+00,,,,,,,,,,,,,,,,,,,,,
-123.262749,44.697033,0,0,4156,85,2020/09/27 19:46:58+00,,,,,,,,,,,,,,,,,,,,,
-123.262802,44.697037,0,0,4157,85,2020/09/27 19:46:59+00,,,,,,,,,,,,,,,,,,,,,
-123.262856,44.697037,0,0,4158,85.2,2020/09/27 19:47:00+00,,,,,,,,,,,,,,,,,,,,,
-123.262909,44.697037,0,0,4159,85.2,2020/09/27 19:47:01+00,,,,,,,,,,,,,,,,,,,,,
-123.26297,44.697037,0,0,4160,85.2,2020/09/27 19:47:02+00,,,,,,,,,,,,,,,,,,,,,
-123.263023,44.697041,0,0,4161,85.2,2020/09/27 19:47:03+00,,,,,,,,,,,,,,,,,,,,,
-123.263077,44.697041,0,0,4162,85.3999999,2020/09/27 19:47:04+00,,,,,,,,,,,,,,,,,,,,,
-123.263138,44.697044,0,0,4163,85.3999999,2020/09/27 19:47:05+00,,,,,,,,,,,,,,,,,,,,,
-123.263191,44.697044,0,0,4164,85.3999999,2020/09/27 19:47:06+00,,,,,,,,,,,,,,,,,,,,,
-123.263252,44.697044,0,0,4165,85.6,2020/09/27 19:47:07+00,,,,,,,,,,,,,,,,,,,,,
-123.263306,44.697048,0,0,4166,85.6,2020/09/27 19:47:08+00,,,,,,,,,,,,,,,,,,,,,
-123.263359,44.697048,0,0,4167,85.6,2020/09/27 19:47:09+00,,,,,,,,,,,,,,,,,,,,,
-123.263412,44.697052,0,0,4168,85.7999999,2020/09/27 19:47:10+00,,,,,,,,,,,,,,,,,,,,,
-123.263466,44.697056,0,0,4169,85.7999999,2020/09/27 19:47:11+00,,,,,,,,,,,,,,,,,,,,,
-123.263519,44.69706,0,0,4170,86,2020/09/27 19:47:12+00,,,,,,,,,,,,,,,,,,,,,
-123.26358,44.697063,0,0,4171,86,2020/09/27 19:47:13+00,,,,,,,,,,,,,,,,,,,,,
-123.263634,44.697063,0,0,4172,86.2,2020/09/27 19:47:14+00,,,,,,,,,,,,,,,,,,,,,
-123.263695,44.697063,0,0,4173,86.2,2020/09/27 19:47:15+00,,,,,,,,,,,,,,,,,,,,,
-123.263748,44.6970669,0,0,4174,86.3999999,2020/09/27 19:47:16+00,,,,,,,,,,,,,,,,,,,,,
-123.263809,44.697075,0,0,4175,86.3999999,2020/09/27 19:47:17+00,,,,,,,,,,,,,,,,,,,,,
-123.263863,44.697079,0,0,4176,86.3999999,2020/09/27 19:47:18+00,,,,,,,,,,,,,,,,,,,,,
-123.263924,44.697083,0,0,4177,86.6,2020/09/27 19:47:19+00,,,,,,,,,,,,,,,,,,,,,
-123.263977,44.69709,0,0,4178,86.6,2020/09/27 19:47:20+00,,,,,,,,,,,,,,,,,,,,,
-123.264038,44.697094,0,0,4179,86.6,2020/09/27 19:47:21+00,,,,,,,,,,,,,,,,,,,,,
-123.264099,44.697102,0,0,4180,86.6,2020/09/27 19:47:22+00,,,,,,,,,,,,,,,,,,,,,
-123.264153,44.697113,0,0,4181,86.6,2020/09/27 19:47:23+00,,,,,,,,,,,,,,,,,,,,,
-123.264214,44.697121,0,0,4182,86.6,2020/09/27 19:47:24+00,,,,,,,,,,,,,,,,,,,,,
-123.264275,44.697128,0,0,4183,86.6,2020/09/27 19:47:25+00,,,,,,,,,,,,,,,,,,,,,
-123.264336,44.69714,0,0,4184,86.6,2020/09/27 19:47:26+00,,,,,,,,,,,,,,,,,,,,,
-123.264404,44.697151,0,0,4185,86.6,2020/09/27 19:47:27+00,,,,,,,,,,,,,,,,,,,,,
-123.264465,44.697163,0,0,4186,86.6,2020/09/27 19:47:28+00,,,,,,,,,,,,,,,,,,,,,
-123.264526,44.697178,0,0,4187,86.7999999,2020/09/27 19:47:29+00,,,,,,,,,,,,,,,,,,,,,
-123.264595,44.697189,0,0,4188,86.7999999,2020/09/27 19:47:30+00,,,,,,,,,,,,,,,,,,,,,
-123.264656,44.6972049,0,0,4189,86.7999999,2020/09/27 19:47:31+00,,,,,,,,,,,,,,,,,,,,,
-123.264717,44.697216,0,0,4190,87,2020/09/27 19:47:32+00,,,,,,,,,,,,,,,,,,,,,
-123.264778,44.697231,0,0,4191,87,2020/09/27 19:47:33+00,,,,,,,,,,,,,,,,,,,,,
-123.264839,44.697247,0,0,4192,87.2,2020/09/27 19:47:34+00,,,,,,,,,,,,,,,,,,,,,
-123.264893,44.697258,0,0,4193,87.2,2020/09/27 19:47:35+00,,,,,,,,,,,,,,,,,,,,,
-123.264954,44.697273,0,0,4194,87.2,2020/09/27 19:47:36+00,,,,,,,,,,,,,,,,,,,,,
-123.265015,44.697289,0,0,4195,87.2,2020/09/27 19:47:37+00,,,,,,,,,,,,,,,,,,,,,
-123.265076,44.6973,0,0,4196,87.2,2020/09/27 19:47:38+00,,,,,,,,,,,,,,,,,,,,,
-123.265137,44.697319,0,0,4197,87.2,2020/09/27 19:47:39+00,,,,,,,,,,,,,,,,,,,,,
-123.265198,44.697334,0,0,4198,87.2,2020/09/27 19:47:40+00,,,,,,,,,,,,,,,,,,,,,
-123.265259,44.69735,0,0,4199,87.3999999,2020/09/27 19:47:41+00,,,,,,,,,,,,,,,,,,,,,
-123.26532,44.697369,0,0,4200,87.3999999,2020/09/27 19:47:42+00,,,,,,,,,,,,,,,,,,,,,
-123.265373,44.6973879,0,0,4201,87.6,2020/09/27 19:47:43+00,,,,,,,,,,,,,,,,,,,,,
-123.265427,44.697403,0,0,4202,87.6,2020/09/27 19:47:44+00,,,,,,,,,,,,,,,,,,,,,
-123.26548,44.697418,0,0,4203,87.6,2020/09/27 19:47:45+00,,,,,,,,,,,,,,,,,,,,,
-123.265526,44.69743,0,0,4204,87.6,2020/09/27 19:47:46+00,,,,,,,,,,,,,,,,,,,,,
-123.265579,44.697441,0,0,4205,87.6,2020/09/27 19:47:47+00,,,,,,,,,,,,,,,,,,,,,
-123.265617,44.69746,0,0,4206,87.6,2020/09/27 19:47:48+00,,,,,,,,,,,,,,,,,,,,,
-123.265663,44.697475,0,0,4207,87.7999999,2020/09/27 19:47:49+00,,,,,,,,,,,,,,,,,,,,,
-123.265709,44.697487,0,0,4208,87.7999999,2020/09/27 19:47:50+00,,,,,,,,,,,,,,,,,,,,,
-123.265747,44.697498,0,0,4209,87.7999999,2020/09/27 19:47:51+00,,,,,,,,,,,,,,,,,,,,,
-123.265793,44.69751,0,0,4210,88,2020/09/27 19:47:52+00,,,,,,,,,,,,,,,,,,,,,
-123.265839,44.697521,0,0,4211,88,2020/09/27 19:47:53+00,,,,,,,,,,,,,,,,,,,,,
-123.265884,44.697536,0,0,4212,88,2020/09/27 19:47:54+00,,,,,,,,,,,,,,,,,,,,,
-123.265938,44.697548,0,0,4213,88.2,2020/09/27 19:47:55+00,,,,,,,,,,,,,,,,,,,,,
-123.265991,44.697559,0,0,4214,88.2,2020/09/27 19:47:56+00,,,,,,,,,,,,,,,,,,,,,
-123.266037,44.697567,0,0,4215,88.2,2020/09/27 19:47:57+00,,,,,,,,,,,,,,,,,,,,,
-123.266075,44.697571,0,0,4216,88.2,2020/09/27 19:47:58+00,,,,,,,,,,,,,,,,,,,,,
-123.266129,44.697578,0,0,4217,88.3999999,2020/09/27 19:47:59+00,,,,,,,,,,,,,,,,,,,,,
-123.266182,44.697586,0,0,4218,88.3999999,2020/09/27 19:48:00+00,,,,,,,,,,,,,,,,,,,,,
-123.266235,44.697598,0,0,4219,88.3999999,2020/09/27 19:48:01+00,,,,,,,,,,,,,,,,,,,,,
-123.266289,44.697609,0,0,4220,88.3999999,2020/09/27 19:48:02+00,,,,,,,,,,,,,,,,,,,,,
-123.266327,44.6976129,0,0,4221,88.3999999,2020/09/27 19:48:03+00,,,,,,,,,,,,,,,,,,,,,
-123.266388,44.69762,0,0,4222,88.6,2020/09/27 19:48:04+00,,,,,,,,,,,,,,,,,,,,,
-123.266449,44.697628,0,0,4223,88.6,2020/09/27 19:48:05+00,,,,,,,,,,,,,,,,,,,,,
-123.26651,44.697636,0,0,4224,88.6,2020/09/27 19:48:06+00,,,,,,,,,,,,,,,,,,,,,
-123.266571,44.697643,0,0,4225,88.6,2020/09/27 19:48:07+00,,,,,,,,,,,,,,,,,,,,,
-123.266624,44.697647,0,0,4226,88.6,2020/09/27 19:48:08+00,,,,,,,,,,,,,,,,,,,,,
-123.266678,44.697647,0,0,4227,88.6,2020/09/27 19:48:09+00,,,,,,,,,,,,,,,,,,,,,
-123.266739,44.697655,0,0,4228,88.6,2020/09/27 19:48:10+00,,,,,,,,,,,,,,,,,,,,,
-123.266815,44.697666,0,0,4229,88.7999999,2020/09/27 19:48:11+00,,,,,,,,,,,,,,,,,,,,,
-123.266891,44.697681,0,0,4230,88.7999999,2020/09/27 19:48:12+00,,,,,,,,,,,,,,,,,,,,,
-123.266968,44.697704,0,0,4231,88.7999999,2020/09/27 19:48:13+00,,,,,,,,,,,,,,,,,,,,,
-123.267044,44.6977199,0,0,4232,89,2020/09/27 19:48:14+00,,,,,,,,,,,,,,,,,,,,,
-123.267113,44.697735,0,0,4233,89.2,2020/09/27 19:48:15+00,,,,,,,,,,,,,,,,,,,,,
-123.267181,44.697754,0,0,4234,89.2,2020/09/27 19:48:16+00,,,,,,,,,,,,,,,,,,,,,
-123.267258,44.697777,0,0,4235,89.2,2020/09/27 19:48:17+00,,,,,,,,,,,,,,,,,,,,,
-123.267319,44.697792,0,0,4236,89.2,2020/09/27 19:48:18+00,,,,,,,,,,,,,,,,,,,,,
-123.267387,44.697807,0,0,4237,89,2020/09/27 19:48:19+00,,,,,,,,,,,,,,,,,,,,,
-123.267456,44.697819,0,0,4238,89,2020/09/27 19:48:20+00,,,,,,,,,,,,,,,,,,,,,
-123.267525,44.69783,0,0,4239,89,2020/09/27 19:48:21+00,,,,,,,,,,,,,,,,,,,,,
-123.267601,44.697849,0,0,4240,89,2020/09/27 19:48:22+00,,,,,,,,,,,,,,,,,,,,,
-123.267662,44.697861,0,0,4241,89,2020/09/27 19:48:23+00,,,,,,,,,,,,,,,,,,,,,
-123.267731,44.6978719,0,0,4242,88.7999999,2020/09/27 19:48:24+00,,,,,,,,,,,,,,,,,,,,,
-123.267792,44.697887,0,0,4243,88.7999999,2020/09/27 19:48:25+00,,,,,,,,,,,,,,,,,,,,,
-123.267853,44.697899,0,0,4244,89,2020/09/27 19:48:26+00,,,,,,,,,,,,,,,,,,,,,
-123.267921,44.697906,0,0,4245,89,2020/09/27 19:48:27+00,,,,,,,,,,,,,,,,,,,,,
-123.267982,44.697922,0,0,4246,89,2020/09/27 19:48:28+00,,,,,,,,,,,,,,,,,,,,,
-123.268051,44.697937,0,0,4247,89,2020/09/27 19:48:29+00,,,,,,,,,,,,,,,,,,,,,
-123.26812,44.6979479,0,0,4248,89.2,2020/09/27 19:48:30+00,,,,,,,,,,,,,,,,,,,,,
-123.268181,44.697964,0,0,4249,89.2,2020/09/27 19:48:31+00,,,,,,,,,,,,,,,,,,,,,
-123.268242,44.697975,0,0,4250,89.2,2020/09/27 19:48:32+00,,,,,,,,,,,,,,,,,,,,,
-123.268303,44.69799,0,0,4251,89.2,2020/09/27 19:48:33+00,,,,,,,,,,,,,,,,,,,,,
-123.268372,44.698002,0,0,4252,89.2,2020/09/27 19:48:34+00,,,,,,,,,,,,,,,,,,,,,
-123.268433,44.698017,0,0,4253,89.2,2020/09/27 19:48:35+00,,,,,,,,,,,,,,,,,,,,,
-123.268494,44.698029,0,0,4254,89.2,2020/09/27 19:48:36+00,,,,,,,,,,,,,,,,,,,,,
-123.268562,44.698044,0,0,4255,89.3999999,2020/09/27 19:48:37+00,,,,,,,,,,,,,,,,,,,,,
-123.268631,44.698059,0,0,4256,89.3999999,2020/09/27 19:48:38+00,,,,,,,,,,,,,,,,,,,,,
-123.268692,44.698071,0,0,4257,89.3999999,2020/09/27 19:48:39+00,,,,,,,,,,,,,,,,,,,,,
-123.268761,44.698082,0,0,4258,89.3999999,2020/09/27 19:48:40+00,,,,,,,,,,,,,,,,,,,,,
-123.268822,44.698093,0,0,4259,89.6,2020/09/27 19:48:41+00,,,,,,,,,,,,,,,,,,,,,
-123.26889,44.698105,0,0,4260,89.6,2020/09/27 19:48:42+00,,,,,,,,,,,,,,,,,,,,,
-123.268951,44.698116,0,0,4261,89.6,2020/09/27 19:48:43+00,,,,,,,,,,,,,,,,,,,,,
-123.26902,44.6981279,0,0,4262,89.6,2020/09/27 19:48:44+00,,,,,,,,,,,,,,,,,,,,,
-123.269081,44.698139,0,0,4263,89.7999999,2020/09/27 19:48:45+00,,,,,,,,,,,,,,,,,,,,,
-123.269135,44.698151,0,0,4264,89.7999999,2020/09/27 19:48:46+00,,,,,,,,,,,,,,,,,,,,,
-123.269196,44.698162,0,0,4265,89.7999999,2020/09/27 19:48:47+00,,,,,,,,,,,,,,,,,,,,,
-123.269257,44.698174,0,0,4266,90,2020/09/27 19:48:48+00,,,,,,,,,,,,,,,,,,,,,
-123.269318,44.698185,0,0,4267,90,2020/09/27 19:48:49+00,,,,,,,,,,,,,,,,,,,,,
-123.269379,44.698196,0,0,4268,90.2,2020/09/27 19:48:50+00,,,,,,,,,,,,,,,,,,,,,
-123.269432,44.698208,0,0,4269,90.2,2020/09/27 19:48:51+00,,,,,,,,,,,,,,,,,,,,,
-123.269493,44.698219,0,0,4270,90.3999999,2020/09/27 19:48:52+00,,,,,,,,,,,,,,,,,,,,,
-123.269554,44.698227,0,0,4271,90.6,2020/09/27 19:48:53+00,,,,,,,,,,,,,,,,,,,,,
-123.269608,44.698238,0,0,4272,90.6,2020/09/27 19:48:54+00,,,,,,,,,,,,,,,,,,,,,
-123.269669,44.698246,0,0,4273,90.7999999,2020/09/27 19:48:55+00,,,,,,,,,,,,,,,,,,,,,
-123.269722,44.698257,0,0,4274,91,2020/09/27 19:48:56+00,,,,,,,,,,,,,,,,,,,,,
-123.269775,44.698269,0,0,4275,91,2020/09/27 19:48:57+00,,,,,,,,,,,,,,,,,,,,,
-123.269829,44.6982799,0,0,4276,91,2020/09/27 19:48:58+00,,,,,,,,,,,,,,,,,,,,,
-123.269882,44.698288,0,0,4277,91.2,2020/09/27 19:48:59+00,,,,,,,,,,,,,,,,,,,,,
-123.269936,44.698299,0,0,4278,91.2,2020/09/27 19:49:00+00,,,,,,,,,,,,,,,,,,,,,
-123.269989,44.6983109,0,0,4279,91.2,2020/09/27 19:49:01+00,,,,,,,,,,,,,,,,,,,,,
-123.270042,44.698322,0,0,4280,91.3999999,2020/09/27 19:49:02+00,,,,,,,,,,,,,,,,,,,,,
-123.270096,44.69833,0,0,4281,91.3999999,2020/09/27 19:49:03+00,,,,,,,,,,,,,,,,,,,,,
-123.270149,44.698341,0,0,4282,91.6,2020/09/27 19:49:04+00,,,,,,,,,,,,,,,,,,,,,
-123.270203,44.698353,0,0,4283,91.6,2020/09/27 19:49:05+00,,,,,,,,,,,,,,,,,,,,,
-123.270264,44.698364,0,0,4284,91.7999999,2020/09/27 19:49:06+00,,,,,,,,,,,,,,,,,,,,,
-123.270317,44.698372,0,0,4285,91.7999999,2020/09/27 19:49:07+00,,,,,,,,,,,,,,,,,,,,,
-123.270378,44.698383,0,0,4286,92,2020/09/27 19:49:08+00,,,,,,,,,,,,,,,,,,,,,
-123.270432,44.698391,0,0,4287,92,2020/09/27 19:49:09+00,,,,,,,,,,,,,,,,,,,,,
-123.270485,44.698399,0,0,4288,92.2,2020/09/27 19:49:10+00,,,,,,,,,,,,,,,,,,,,,
-123.270538,44.698406,0,0,4289,92.3999999,2020/09/27 19:49:11+00,,,,,,,,,,,,,,,,,,,,,
-123.270592,44.698414,0,0,4290,92.3999999,2020/09/27 19:49:12+00,,,,,,,,,,,,,,,,,,,,,
-123.270653,44.698425,0,0,4291,92.6,2020/09/27 19:49:13+00,,,,,,,,,,,,,,,,,,,,,
-123.270706,44.698437,0,0,4292,92.6,2020/09/27 19:49:14+00,,,,,,,,,,,,,,,,,,,,,
-123.27076,44.698448,0,0,4293,92.6,2020/09/27 19:49:15+00,,,,,,,,,,,,,,,,,,,,,
-123.270813,44.698456,0,0,4294,92.7999999,2020/09/27 19:49:16+00,,,,,,,,,,,,,,,,,,,,,
-123.270866,44.698467,0,0,4295,92.7999999,2020/09/27 19:49:17+00,,,,,,,,,,,,,,,,,,,,,
-123.270927,44.698479,0,0,4296,92.7999999,2020/09/27 19:49:18+00,,,,,,,,,,,,,,,,,,,,,
-123.270981,44.698486,0,0,4297,93,2020/09/27 19:49:19+00,,,,,,,,,,,,,,,,,,,,,
-123.271027,44.698498,0,0,4298,93,2020/09/27 19:49:20+00,,,,,,,,,,,,,,,,,,,,,
-123.27108,44.698509,0,0,4299,93,2020/09/27 19:49:21+00,,,,,,,,,,,,,,,,,,,,,
-123.271133,44.698517,0,0,4300,93.2,2020/09/27 19:49:22+00,,,,,,,,,,,,,,,,,,,,,
-123.271187,44.698524,0,0,4301,93.2,2020/09/27 19:49:23+00,,,,,,,,,,,,,,,,,,,,,
-123.27124,44.698536,0,0,4302,93.3999999,2020/09/27 19:49:24+00,,,,,,,,,,,,,,,,,,,,,
-123.271294,44.698547,0,0,4303,93.3999999,2020/09/27 19:49:25+00,,,,,,,,,,,,,,,,,,,,,
